#Table1
objid,ra,dec,u,g,r,i,z,run,rerun,camcol,field,specobjid,class,redshift,plate,mjd,fiberid
1237651273498427428,128.892218049645,54.0866149300304,16.69122,15.12705,14.55184,14.34967,14.27601,1350,301,5,175,2607715913796970496,STAR,-0.0001729772,2316,53757,479
1237651273498427483,128.943098662965,54.1613816478096,17.77239,16.27314,15.71964,15.53686,15.46904,1350,301,5,175,2607715089163249664,STAR,-0.0002880313,2316,53757,476
1237651273498427499,128.935932994949,54.2185070600703,18.50935,16.60454,15.84446,15.57247,15.44856,1350,301,5,175,2607714814285342720,STAR,7.24276E-05,2316,53757,475
1237651273498427645,128.760404674679,54.2568794451533,19.31046,18.08057,17.54247,17.30295,17.21317,1350,301,5,175,502235502951294976,GALAXY,0.02968403,446,51899,306
1237651273498493005,129.052975195732,54.3211803127305,18.13989,16.11398,15.34839,15.03979,14.86626,1350,301,5,176,2607712615262087168,STAR,5.801161E-05,2316,53757,467
1237651273498493015,129.051173191655,54.3362042490131,17.71907,16.61271,16.2083,16.02897,15.96666,1350,301,5,176,502261341474547712,STAR,-0.0004507071,446,51899,400
1237651273498493017,128.989804029365,54.3678514508452,18.72163,17.72734,17.43276,17.29534,17.28318,1350,301,5,176,2607715638919063552,STAR,-3.634321E-05,2316,53757,478
1237651273498493094,129.124155844144,54.2818735475911,19.58561,18.22295,17.47866,17.11232,16.89933,1350,301,5,176,502226706858272768,GALAXY,0.03154291,446,51899,274
1237651273498493124,129.05347588572,54.1837832461196,18.65834,17.31171,16.67268,16.3424,16.17184,1350,301,5,176,502226981736179712,GALAXY,0.05545994,446,51899,275
1237651273498558480,129.035412567499,54.3965939800358,17.18463,15.93993,15.39958,15.19845,15.10754,1350,301,5,177,2607713989651621888,STAR,-8.064414E-05,2316,53757,472
1237651273498558516,129.138593177018,54.4183324556573,18.19715,16.7325,16.16259,15.9427,15.83119,1350,301,5,177,2607714539407435776,STAR,-1.769424E-05,2316,53757,474
1237651273498558543,129.258340216462,54.4023852397023,16.13803,14.56939,14.01765,13.83389,13.77631,1350,301,5,177,2607710965994645504,STAR,4.327062E-05,2316,53757,461
1237651273498558617,129.014969448885,54.4307536640382,17.55772,15.62405,14.71681,14.27748,13.94427,1350,301,5,177,502258867573385216,GALAXY,0.0325371,446,51899,391
1237651273498558649,129.056408795327,54.487119708029,19.43853,19.20999,19.07177,18.84406,18.8386,1350,301,5,177,502267938544314368,QSO,1.730243,446,51899,424
1237651273498558673,129.131407963005,54.5001400271957,19.59042,19.40403,19.30451,19.02879,19.00921,1350,301,5,177,502269038055942144,QSO,1.77054,446,51899,428
1237651273498558678,129.332001435369,54.4077372481798,19.56674,18.34295,17.81877,17.63072,17.53121,1350,301,5,177,2624605236781672448,STAR,2.743729E-05,2331,53742,482
1237651273498624025,129.386273893594,54.418468402368,18.3124,16.95434,16.43211,16.22705,16.13178,1350,301,5,178,2607717288186505216,STAR,-6.764568E-05,2316,53757,484
1237651273498624047,129.213565460516,54.5423241066469,16.80744,15.22421,14.65451,14.46519,14.40347,1350,301,5,178,2607714264529528832,STAR,-4.954667E-06,2316,53757,473
1237651273498624075,129.18582304,54.5684812749623,17.2833,16.16274,15.74773,15.57623,15.52777,1350,301,5,178,2624601388490975232,STAR,0.0001333705,2331,53742,468
1237651273498624080,129.402398593355,54.4662129267525,19.22439,18.71492,18.54118,18.52685,18.50112,1350,301,5,178,5805373665307500544,QSO,1.233311,5156,55925,850
1237651273498624131,129.242833236633,54.5146562630569,18.21049,16.65382,15.85974,15.4561,15.15464,1350,301,5,178,502272336590825472,GALAXY,0.03118988,446,51899,440
1237651273498624153,129.273914115674,54.5495527151598,19.51557,19.2312,19.10584,19.22073,19.13536,1350,301,5,178,502271237079197696,QSO,0.8330677,446,51899,436
1237648703524569336,231.877487273863,-0.673922062026688,19.37003,19.02993,18.73956,18.75526,18.67886,752,301,2,590,352408073299585024,QSO,0.9263429,313,51673,5
1237648703524634776,232.082096429566,-0.82851849027272,18.82625,17.82075,17.40983,17.24536,17.1431,752,301,2,591,4514989558081757184,STAR,-0.0004285747,4010,55350,476
1237648703524634921,232.04272834471,-0.811829659227524,18.87088,17.05433,16.02553,15.49396,15.05167,752,301,2,591,352406973787957248,GALAXY,0.08822116,313,51673,1
1237648703524635062,232.102229565811,-0.699501581847614,19.38541,18.34562,17.81782,17.41712,17.20317,752,301,2,591,352411096956561408,GALAXY,0.07698998,313,51673,16
1237648703524766078,232.368511267197,-0.64991661766587,19.55973,19.01297,18.80811,18.78525,18.86556,752,301,2,593,408787461460748288,STAR,2.465417E-05,363,51989,312
1237648703524831573,232.50744821462,-0.778247440659981,19.29027,17.28421,16.29565,15.84039,15.49087,752,301,2,594,408768220007262208,GALAXY,0.08249047,363,51989,242
1237648703524896959,232.574445009229,-0.789038341125047,19.55557,17.9312,17.06097,16.57164,16.21678,752,301,2,595,408772618053773312,GALAXY,0.07951454,363,51989,258
1237648703524896982,232.589375190239,-0.743568547790493,19.22427,17.43887,16.46905,16.0149,15.6531,752,301,2,595,408771793420052480,GALAXY,0.0746749,363,51989,255
1237648703524897061,232.638745206217,-0.809318673344019,18.12892,15.91654,14.83479,14.32924,13.94253,752,301,2,595,408760523425867776,GALAXY,0.07672031,363,51989,214
1237648703524897062,232.647715029719,-0.798953668260752,19.00703,16.84069,15.787,15.29359,14.90572,752,301,2,595,4514953274198040576,GALAXY,0.07791176,4010,55350,344
1237648703524962319,232.714780776667,-0.659616401545455,19.0918,17.81401,17.2146,16.89591,16.65272,752,301,2,596,408767120495634432,GALAXY,0.02850763,363,51989,238
1237648703524962662,232.721134848608,-0.733114278017654,19.47229,17.36867,16.20834,15.70065,15.25981,752,301,2,596,4514955473221296128,GALAXY,0.1268138,4010,55350,352
1237648703524962835,232.856719803213,-0.820291463359491,19.03734,17.05925,15.99245,15.40229,14.87896,752,301,2,596,408760248547960832,GALAXY,0.06979394,363,51989,213
1237648703524963022,232.826391676583,-0.715391705472374,19.05785,17.26313,16.55509,16.23493,15.87852,752,301,2,596,408761622937495552,GALAXY,0.07032205,363,51989,218
1237648703525028294,232.994562163978,-0.712506096150743,18.95776,17.53601,16.82494,16.43536,16.10804,752,301,2,597,408738533193312256,GALAXY,0.03726663,363,51989,134
1237648703525093603,233.032602469296,-0.686239155237184,19.25171,17.93428,17.24924,16.85803,16.52979,752,301,2,598,408748428797962240,GALAXY,0.08357414,363,51989,170
1237648703525093741,233.138144147699,-0.758687683035536,19.28851,17.71898,16.92212,16.49076,16.12863,752,301,2,598,408727538077034496,GALAXY,0.08293848,363,51989,94
1237648703525093964,233.151656731064,-0.80818640332232,18.83555,17.70695,17.19999,16.93923,16.75463,752,301,2,598,408726988321220608,GALAXY,0.03705697,363,51989,92
1237648703525159202,233.172910036261,-0.69818115346951,18.78481,17.46642,16.84169,16.45825,16.22363,752,301,2,599,408734410024708096,GALAXY,0.07724638,363,51989,119
1237648703525159224,233.181951962678,-0.72847013000749,19.56468,19.43684,19.12527,19.14694,18.50595,752,301,2,599,408728912466569216,QSO,0.3094656,363,51989,99
1237648703525290074,233.537699676193,-0.747206885106517,18.94003,16.89479,15.96084,15.40111,14.98752,752,301,2,601,408717367594477568,GALAXY,0.03942682,363,51989,57
1237648703525290168,233.476318771497,-0.667080366966093,19.5362,18.52823,18.08756,17.90606,17.8439,752,301,2,601,4514902146907348992,STAR,0.0003199824,4010,55350,158
1237648703525290190,233.488656271042,-0.810327957689704,19.38406,18.05667,17.20786,16.72366,16.40446,752,301,2,601,408717092716570624,GALAXY,0.1210005,363,51989,56
1237648703525355558,233.657095876026,-0.788727443248655,17.33563,17.50802,17.88883,18.1637,18.42886,752,301,2,602,408703073943316480,STAR,-0.0001301931,363,51989,5
1237648703525355712,233.614492752356,-0.797261413303677,19.36386,18.29599,17.86201,17.69522,17.60649,752,301,2,602,4514899947884093440,STAR,-0.0003294085,4010,55350,150
1237648703525421273,233.790457059878,-0.663892029038577,18.06377,16.06067,15.02047,14.51427,14.10523,752,301,2,603,408718741984012288,GALAXY,0.06621508,363,51989,62
1237648703525421344,233.820246332188,-0.790027678858922,19.01789,17.85998,17.34127,16.97491,16.80694,752,301,2,603,408705822722385920,GALAXY,0.07159798,363,51989,15
1237648703525552557,234.188387888955,-0.825549683412225,18.17678,16.1857,15.24327,14.787,14.40182,752,301,2,605,1041622655901394944,GALAXY,0.03769142,925,52411,601
1237648703525617732,234.254858837023,-0.820485187583163,19.2798,17.83059,17.13393,16.69926,16.43215,752,301,2,606,1041623755413022720,GALAXY,0.08366072,925,52411,605
1237648703525617916,234.269909267105,-0.81756876709049,19.36977,17.32757,16.32889,15.82415,15.42158,752,301,2,606,1041624305168836608,GALAXY,0.08189596,925,52411,607
1237648703525683577,234.473726501436,-0.689579958116355,19.36465,17.45507,16.48562,16.03985,15.6515,752,301,2,607,354694507561773056,GALAXY,0.0543284,315,51663,131
1237648703525683615,234.491017723822,-0.651387940558803,19.33475,18.12203,17.32074,16.82192,16.53329,752,301,2,607,354695332195493888,GALAXY,0.117117,315,51663,134
1237648703525748984,234.518348195264,-0.826202956469377,19.40471,17.24474,16.15898,15.68939,15.3238,752,301,2,608,1042673239295289344,GALAXY,0.1440263,926,52413,327
1237648703525749017,234.528557874065,-0.680257106494432,19.54105,17.55054,16.5403,16.09307,15.72569,752,301,2,608,354694782439680000,GALAXY,0.1167431,315,51663,132
1237648703525814811,234.709839482261,-0.629643344903641,18.66783,17.18596,16.60192,16.26444,16.12837,752,301,2,609,354711549992003584,GALAXY,0.038931,315,51663,193
1237648703525879961,234.94452820807,-0.629402011318538,18.537,17.31853,17.06028,16.92618,16.86875,752,301,2,610,1042684784167380992,STAR,0.0003285038,926,52413,369
1237648703525945679,235.040083969838,-0.777557602398579,19.54894,17.62465,16.6465,16.13294,15.73345,752,301,2,611,354685436590843904,GALAXY,0.08156122,315,51663,98
1237648703525945748,235.077077475121,-0.812512874382079,18.55691,16.96819,16.46258,16.23425,16.00139,752,301,2,611,1042697978306914304,GALAXY,0.0125234,926,52413,417
1237648703526011178,235.17537767277,-0.763864899366057,19.57001,17.69873,16.76399,16.30653,15.94461,752,301,2,612,354673616840845312,GALAXY,0.05655788,315,51663,55
1237648703526404198,236.084321845357,-0.809774597513434,18.93772,18.8212,18.49939,18.43145,18.46755,752,301,2,618,385137236225583104,QSO,1.231088,342,51691,289
1237648703526601109,236.591912532241,-0.826590842487248,18.92216,17.72036,17.24022,16.96904,16.7753,752,301,2,621,385124316963956736,GALAXY,0.02399611,342,51691,242
1237648703526666368,236.676901951117,-0.800277110319349,18.90838,18.58701,18.4065,18.14453,18.17599,752,301,2,622,385116345504655360,QSO,1.591869,342,51691,213
1237648703526797500,237.041518473407,-0.825400923315851,16.33613,16.42031,16.64183,16.72395,16.74582,752,301,2,624,385091606493030400,STAR,-0.0001632838,342,51691,123
1237648703526862882,237.089442624317,-0.748825995258943,17.09022,15.92197,15.5099,15.34765,15.29135,752,301,2,625,385095179905820672,STAR,-0.0003709674,342,51691,136
1237648703526928435,237.23776773016,-0.822519126968489,18.89998,17.96493,17.70126,17.5846,17.54552,752,301,2,626,385084184789542912,STAR,-0.0002557014,342,51691,96
1237648703526928795,237.257716941556,-0.742576515596581,19.00311,17.84478,17.3606,17.06992,16.89672,752,301,2,626,385081161132566528,GALAXY,0.08168125,342,51691,85
1237648703526994287,237.435838944081,-0.82190724918687,18.7697,17.44287,16.80943,16.43351,16.14337,752,301,2,627,385069341382567936,GALAXY,0.0780502,342,51691,42
1237648703527190540,237.803307690789,-0.699757864317234,19.54173,17.43904,16.34384,15.83222,15.41977,752,301,2,630,386263685905016832,GALAXY,0.1132895,343,51692,291
1237648703527190551,237.811157463831,-0.792219399136074,17.06773,15.55936,15.70935,15.83792,15.90386,752,301,2,630,385061369923266560,STAR,0.0001754057,342,51691,13
1237651191889920130,120.325086086386,43.2893402958394,19.04814,17.9153,17.70137,17.61632,17.61931,1331,301,5,112,492145834113132544,STAR,-0.000215355,437,51876,464
1237651191889985714,120.281186036656,43.5065215816932,18.49354,16.36974,15.29719,14.74521,14.35927,1331,301,5,113,492132090217785344,GALAXY,0.07535939,437,51876,414
1237651191889985834,120.289607624301,43.4155018826584,19.26608,18.3468,18.08769,17.97026,17.9542,1331,301,5,113,4146887905623646208,STAR,-0.0001499539,3683,55178,722
1237651191889985836,120.199247175066,43.4783517693159,19.40213,18.50578,18.17822,18.04821,17.99125,1331,301,5,113,7179945999170772992,STAR,0.0004924659,6377,56243,299
1237651191890051215,120.524593630838,43.5411905196103,18.1268,16.81592,16.60292,16.53331,16.48909,1331,301,5,114,4146908796344573952,STAR,-0.0001355219,3683,55178,798
1237651191890182359,120.540581615449,43.8257773144617,19.44046,19.36128,19.06857,19.09577,19.05156,1331,301,5,116,492143085334063104,QSO,1.070449,437,51876,454
1237651191890182364,120.590026668361,43.8088044205115,19.51117,18.16587,17.48126,17.07919,16.82911,1331,301,5,116,7179926207961473024,GALAXY,0.1414249,6377,56243,227
1237651191890182459,120.730280507708,43.8341506231038,19.25019,18.04803,17.53235,17.17514,17.00077,1331,301,5,116,492162876543363072,GALAXY,0.06728558,437,51876,526
1237651191890247886,120.799683016451,43.8934860900944,18.77554,17.99589,17.6983,17.3434,17.26952,1331,301,5,117,492161502153828352,GALAXY,0.09296238,437,51876,521
1237651191890313546,120.971394109743,44.0093860130805,18.65756,17.31524,16.71641,16.37095,16.13905,1331,301,5,118,494348430798252032,GALAXY,0.06342275,439,51877,285
1237651191890313581,120.866333739775,44.1076761371718,18.87089,17.68524,17.17654,16.8185,16.61864,1331,301,5,118,494352004211042304,GALAXY,0.09699203,439,51877,298
1237651191890444305,121.10113054829,44.2896619084775,17.63786,17.26803,17.08135,17.09811,16.71396,1331,301,5,120,9319316089916596224,QSO,0.3597194,8277,57073,882
1237651191890444368,121.179301269661,44.3502819879956,19.23716,17.98962,17.91522,17.33174,17.20048,1331,301,5,120,5095887393065508864,STAR,-0.0001134465,4526,55559,234
1237651191890509846,121.257517908525,44.3777706214272,16.7666,15.55433,15.6025,15.65358,15.71851,1331,301,5,121,494344307629647872,STAR,-7.9545E-05,439,51877,270
1237651191890509892,121.320685844904,44.4006346694779,17.76824,15.69065,14.7745,14.31417,13.9533,1331,301,5,121,494344032751740928,GALAXY,0.04036472,439,51877,269
1237651191890510098,121.374185043943,44.3555766270737,19.22465,17.79933,17.1966,16.84462,16.60554,1331,301,5,121,494330838612207616,GALAXY,0.04112339,439,51877,221
1237651191890510215,121.241914585182,44.5256699233714,19.04032,17.68027,17.07156,16.69844,16.41017,1331,301,5,121,494347056408717312,GALAXY,0.03987807,439,51877,280
1237651191890510226,121.285770649238,44.5191348800564,19.44061,17.73687,16.79879,16.36593,16.0216,1331,301,5,121,494343757873833984,GALAXY,0.1083391,439,51877,268
1237651191890575399,121.366568615605,44.5057931429767,19.03939,18.8878,18.80436,18.64247,18.6266,1331,301,5,122,9319317464306130944,QSO,1.058235,8277,57073,887
1237651191890641075,121.521778336547,44.6201810138318,19.57962,18.12654,17.60984,17.57583,17.48696,1331,301,5,123,494332487879649280,GALAXY,0.02271361,439,51877,227
1237651191890641111,121.583829888884,44.626626848974,19.10896,17.8394,17.20077,16.78893,16.55212,1331,301,5,123,494336061292439552,GALAXY,0.08122922,439,51877,240
1237651191890706745,121.567809799093,44.8150478351329,19.39919,18.27121,18.37183,18.49312,18.68472,1331,301,5,124,494334961780811776,STAR,-1.450886E-05,439,51877,236
1237651191890837607,121.896435598356,45.0827725048214,19.48469,18.04094,17.15185,16.64334,16.3044,1331,301,5,126,494400382722664448,GALAXY,0.1384743,439,51877,474
1237651191890837794,121.87178744292,45.038252214005,19.55698,18.11703,17.51641,17.25168,17.11109,1331,301,5,126,8308059780561215488,STAR,-5.684504E-05,7379,56713,161
1237651191890903203,122.044614882526,45.163682004394,19.26652,17.88675,17.36914,17.1694,17.16873,1331,301,5,127,8308052633735634944,STAR,-1.808431E-05,7379,56713,135
1237651191890903221,122.037570755439,45.2072567268304,18.67366,18.37307,18.27307,18.28065,18.15443,1331,301,5,127,7196887000930033664,QSO,2.172146,6392,56331,490
1237651191890903290,121.922367414172,45.1548402707253,18.80633,17.01432,16.19743,15.78646,15.47389,1331,301,5,127,494399558088943616,GALAXY,0.05570554,439,51877,471
1237651191890903386,122.032433731586,45.2178111963521,19.36969,19.13092,19.05526,18.84841,18.80603,1331,301,5,127,494398458577315840,QSO,1.784018,439,51877,467
1237651191890968603,122.11761128244,45.2737395516201,19.17873,18.21497,17.84052,17.68479,17.61067,1331,301,5,128,8250717775305089024,STAR,0.0005819093,7328,56715,448
1237651191890968742,122.103588840761,45.2611386336732,19.34996,17.8716,17.03041,16.62623,16.33043,1331,301,5,128,494397359065688064,GALAXY,0.1283396,439,51877,463
1237651191890968752,122.065474660222,45.284971587839,18.55519,17.02447,16.64123,16.39651,16.27849,1331,301,5,128,494402031990106112,GALAXY,0.03978983,439,51877,480
1237651191890968816,122.068828907432,45.3483347420215,18.42275,17.35173,16.90167,16.6685,16.48694,1331,301,5,128,494397084187781120,GALAXY,0.03603132,439,51877,462
1237651191891034145,122.201657242915,45.4275343046329,19.16226,18.20553,17.87823,17.77975,17.74221,1331,301,5,129,7194502158749769728,STAR,0.0006145959,6390,56244,6
1237651191891034178,122.342703033949,45.3812341406876,18.6629,17.64649,17.28747,17.13776,17.07196,1331,301,5,129,494403956135454720,STAR,-0.0005940095,439,51877,487
1237651191891034200,122.204469457884,45.485389247963,18.56819,18.54615,18.28123,18.04445,17.89418,1331,301,5,129,494403681257547776,QSO,0.2455124,439,51877,486
1237651191891034384,122.357984625624,45.4591328190824,18.77355,17.42077,16.96505,16.65619,16.52578,1331,301,5,129,494404780769175552,GALAXY,0.04738528,439,51877,490
1237651191891099660,122.251220328188,45.5277208218849,19.59269,18.09474,17.3603,16.99384,16.66999,1331,301,5,130,494405880280803328,GALAXY,0.1448833,439,51877,494
1237651191891099695,122.277702326916,45.5543130877212,18.06087,16.10586,15.22974,14.80564,14.49927,1331,301,5,130,494404505891268608,GALAXY,0.04774355,439,51877,489
1237651191891099830,122.480952048989,45.5516910822185,18.08845,17.08281,16.76942,16.6366,16.59518,1331,301,5,130,8308045761787961344,STAR,-0.0001770663,7379,56713,110
1237651191891099877,122.348859430863,45.4892849594942,17.14644,15.3607,14.50798,14.06219,13.69904,1331,301,5,130,494402856623826944,GALAXY,0.04709683,439,51877,483
1237651191891099961,122.514842442055,45.4831277328655,19.59841,18.9059,18.77595,18.6661,18.61536,1331,301,5,130,4155886310395977728,QSO,2.744596,3691,55274,690
1237651191891099989,122.57671656944,45.5320119539924,19.32673,17.44238,16.67663,16.31033,16.01854,1331,301,5,130,494408079304058880,GALAXY,0.05445978,439,51877,502
1237651191891165383,122.495531449507,45.7172140710689,19.38124,19.1367,18.67593,18.38169,17.82522,1331,301,5,131,7196884252150964224,QSO,0.3659445,6392,56331,480
1237651191891230730,122.692604063493,45.6734864995342,19.1657,18.11147,17.91498,17.87116,17.86895,1331,301,5,132,494417974908708864,STAR,-0.000189251,439,51877,538
1237651191891230942,122.804498545813,45.7847168993111,19.21144,18.26044,17.94027,17.79518,17.77337,1331,301,5,132,8250702931898114048,STAR,-0.0003704787,7328,56715,394
1237651191891231006,122.665803954221,45.6754439468561,19.13182,17.91826,17.46913,17.18029,17.02108,1331,301,5,132,494391861507549184,GALAXY,0.06064382,439,51877,443
1237651191891296439,122.893132415757,45.8583123425308,18.86301,17.17616,16.82313,16.29093,16.13067,1331,301,5,133,4155883561616908288,STAR,-5.250155E-05,3691,55274,680
1237651191891361945,122.91319901745,46.0533978987234,17.62564,16.41901,16.00978,15.84758,15.80152,1331,301,5,134,494427870513358848,STAR,8.636922E-05,439,51877,574
1237651191891427624,122.989931742097,46.2200768278149,19.49228,18.56524,18.24885,18.10902,18.05794,1331,301,5,135,7195869677762879488,STAR,0.0003384879,6391,56329,885
1237651249900552311,235.27811839533,52.7063851670911,18.23999,17.27619,16.87029,16.56907,16.49724,1345,301,1,548,695884517008762880,GALAXY,0.07860678,618,52049,285
1237651249900552340,235.252753997734,52.6244279710061,19.03593,17.9589,17.53212,17.25243,17.09177,1345,301,1,548,695883967252948992,GALAXY,0.0700915,618,52049,283
1237651249900617787,235.453388467036,52.5144443958072,19.20148,19.1258,19.1133,18.99015,18.82701,1345,301,1,549,695887540665739264,QSO,2.055905,618,52049,296
1237651249900617835,235.381656938316,52.5135262842555,19.23068,18.36335,17.95721,17.64835,17.52662,1345,301,1,549,695884791886669824,GALAXY,0.1379362,618,52049,286
1237651249900617859,235.439294809098,52.479637503681,19.08094,17.48834,16.7495,16.3947,16.13926,1345,301,1,549,695886166276204544,GALAXY,0.03762966,618,52049,291
1237651249900683346,235.651658730307,52.3606458560713,19.28693,17.62501,16.52313,16.14446,15.77038,1345,301,1,550,695873796770392064,GALAXY,0.06795803,618,52049,246
1237651249900749036,235.943158239548,52.2947788986295,18.81481,17.06053,16.27899,15.90939,15.60453,1345,301,1,551,695873521892485120,GALAXY,0.03648615,618,52049,245
1237651249900814451,236.073281376516,52.1868040808654,19.01932,17.93229,17.5267,17.43538,17.3335,1345,301,1,552,695892488468064256,STAR,-0.0001779037,618,52049,314
1237651249900814487,235.917456110291,52.2454778229205,19.27328,17.61968,16.77735,16.34213,16.04288,1345,301,1,552,695893313101785088,GALAXY,0.0673974,618,52049,317
1237651249900814506,236.021009387663,52.2698356113921,19.46626,17.92776,17.12703,16.70273,16.41746,1345,301,1,552,695891938712250368,GALAXY,0.1104512,618,52049,312
1237651249900879932,236.224477792169,52.1184241708885,19.4655,19.11397,19.06445,19.00215,18.90474,1345,301,1,553,695889189933180928,QSO,0.7632646,618,52049,302
1237651249900880049,236.162158270218,52.067750234547,19.27318,18.22826,17.72014,17.37032,17.27294,1345,301,1,553,695889464811087872,GALAXY,0.07812168,618,52049,303
1237651249900945523,236.255053074668,52.0398215270635,18.3303,17.0964,16.54009,16.23063,15.96957,1345,301,1,554,695881493351786496,GALAXY,0.03628436,618,52049,274
1237651249900945599,236.379492267398,51.9604949262677,18.91783,17.5613,16.94916,16.57825,16.33575,1345,301,1,554,695881218473879552,GALAXY,0.07989845,618,52049,273
1237651249901207718,237.123203137064,51.5519310687741,18.21519,16.40535,15.5337,15.12078,14.82051,1345,301,1,558,695868299212253184,GALAXY,0.06604459,618,52049,226
1237651249901338766,237.459295632425,51.333474539187,17.77841,15.99873,15.12639,14.70926,14.38548,1345,301,1,560,695836138497140736,GALAXY,0.06752329,618,52049,109
1237651249901338880,237.449414681371,51.3507693035161,18.42383,16.53172,15.6617,15.25328,14.94479,1345,301,1,560,695855929706440704,GALAXY,0.06828959,618,52049,181
1237651249901404200,237.46034549807,51.2729948789318,18.71851,18.61644,18.51083,18.4254,18.27886,1345,301,1,561,695833939473885184,QSO,2.033778,618,52049,101
1237651249901404346,237.60954733371,51.2103455629283,19.24033,18.02821,17.5368,17.18043,17.02473,1345,301,1,561,695838612398303232,GALAXY,0.07790718,618,52049,118
1237651249901666445,238.156227232943,50.8587629838454,18.53996,17.40828,16.90009,16.60645,16.43168,1345,301,1,565,698136322291820544,GALAXY,0.05401586,620,52375,285
1237651249901732030,238.367451516867,50.7626726928882,19.47336,17.62317,16.73126,16.31121,15.97503,1345,301,1,566,698138521315076096,GALAXY,0.1065668,620,52375,293
1237651249901928694,238.927789203116,50.3779508354612,18.6464,17.65158,17.29128,17.0979,16.94018,1345,301,1,569,698129175466240000,GALAXY,0.04193697,620,52375,259
1237651249901928697,238.921264429252,50.3714726139165,18.15799,16.52705,15.79038,15.40019,15.10343,1345,301,1,569,7569689339216502784,GALAXY,0.04251089,6723,56428,961
1237651249901994097,239.002735519591,50.3259292169938,19.22104,17.91167,17.31166,16.9478,16.66404,1345,301,1,570,698145943018563584,GALAXY,0.0799586,620,52375,320
1237651249902190676,239.513758129312,49.9729098911631,18.97927,18.06876,17.80935,17.7285,17.69871,1345,301,1,573,7115838702358601728,STAR,-0.0008225253,6320,56453,550
1237651249902256184,239.662431193399,49.8635802608704,19.07924,18.1054,17.76257,17.64778,17.58385,1345,301,1,574,9468834010098540544,STAR,-0.0003711637,8410,57481,57
1237651249902256370,239.751797699103,49.8102112599695,18.18117,16.91111,16.33179,16.14212,15.85364,1345,301,1,574,698130000099960832,GALAXY,0.04368149,620,52375,262
1237651249902452962,240.141078703913,49.5280136213049,19.4493,18.64303,18.18224,18.00625,17.73403,1345,301,1,577,7115865090637668352,QSO,2.359467,6320,56453,646
1237651249914577395,260.375715647078,26.5671952329868,17.75609,16.82918,16.56958,16.47749,16.44697,1345,301,1,762,1102273916581210112,STAR,-0.0008260933,979,52427,65
1237651249914642485,260.407123264318,26.5608114089476,17.9296,16.3068,15.69082,15.44338,15.32772,1345,301,1,763,2456775234896816128,STAR,-0.0001199363,2182,53905,224
1237651249914642714,260.418950500597,26.478771622122,17.13356,15.55389,15.01787,14.84663,14.77327,1345,301,1,763,2456775509774723072,STAR,-6.415822E-05,2182,53905,225
1237651249914642747,260.484597695836,26.4956409419244,17.55202,16.36665,16.34519,16.36548,16.41781,1345,301,1,763,1102267044633536512,STAR,4.323042E-05,979,52427,40
1237651249914642771,260.312559469696,26.4047275956499,18.04977,17.07143,16.86983,16.81841,16.8287,1345,301,1,763,2469178275528730624,STAR,-0.000522383,2193,53888,290
1237651249914708025,260.508331753225,26.4336794112356,18.02417,16.97781,16.81003,16.77355,16.8097,1345,301,1,764,2456774960018909184,STAR,-6.724818E-05,2182,53905,223
1237651249914708199,260.549850636896,26.3883751719719,19.41767,17.95723,17.42541,17.22729,17.12813,1345,301,1,764,2456776609286350848,STAR,7.960678E-05,2182,53905,229
1237651249914708245,260.478295383421,26.3333396568983,18.63363,17.28085,16.76427,16.5605,16.46303,1345,301,1,764,2456791727571232768,STAR,-0.0001096397,2182,53905,284
1237651249914708309,260.469748155763,26.3074629126378,18.24316,16.79326,16.23243,16.00746,15.9102,1345,301,1,764,2456793376838674432,STAR,-0.0002955381,2182,53905,290
1237651249914708710,260.559671745336,26.3414167553025,19.05813,17.59806,16.82967,16.35711,16.05524,1345,301,1,764,1102258523418421248,GALAXY,0.1034615,979,52427,9
1237651249914773636,260.579310387807,26.2979396347582,18.23991,17.24685,16.93193,16.81273,16.77167,1345,301,1,765,2456781007332861952,STAR,-0.001068205,2182,53905,245
1237651249914773689,260.588837079765,26.2655075817833,17.81351,16.0765,15.48154,15.29708,15.22882,1345,301,1,765,2456783481234024448,STAR,-2.225292E-05,2182,53905,254
1237651249914773795,260.543691555221,26.1830667845597,18.54438,17.27859,16.78671,16.59126,16.5142,1345,301,1,765,2456779907821234176,STAR,-8.223711E-05,2182,53905,241
1237651249914773834,260.540142396305,26.1653347807512,17.95132,17.06798,16.75789,16.62072,16.58702,1345,301,1,765,1102260447563769856,STAR,-0.001017998,979,52427,16
1237651249914839195,260.682367215277,26.1868607281246,16.98824,15.75751,15.73172,15.73925,15.78938,1345,301,1,766,1102260997319583744,STAR,-0.0004134456,979,52427,18
1237651249914839368,260.597554062666,26.0647883116502,19.01243,17.74406,17.24892,17.04345,16.96895,1345,301,1,766,2456781557088675840,STAR,-9.503667E-05,2182,53905,247
1237651249914839382,260.675190980383,26.0875898043271,17.58861,16.64228,16.41006,16.31431,16.30884,1345,301,1,766,2456782106844489728,STAR,-0.0009771491,2182,53905,249
1237651249914904610,260.606982220081,25.9776276518627,16.57146,15.53113,15.17952,15.04024,14.99907,1345,301,1,767,2456782381722396672,STAR,-0.0001950606,2182,53905,250
1237651249914904633,260.644560233493,25.9753682308436,17.43902,15.95332,15.30239,15.00996,14.85847,1345,301,1,767,2456780182699141120,STAR,-0.0007269463,2182,53905,242
